date,series_id,value
1959-01-01,RPI,2583.56
1959-02-01,RPI,2593.596
1959-03-01,RPI,2610.396
1959-04-01,RPI,2627.446
1959-05-01,RPI,2642.72
1959-06-01,RPI,2650.841
1959-07-01,RPI,2649.304
1959-08-01,RPI,2634.369
1959-09-01,RPI,2636.381
1959-10-01,RPI,2639.735
1959-11-01,RPI,2659.765
1959-12-01,RPI,2687.012
1960-01-01,RPI,2695.694
1960-02-01,RPI,2698.789
1960-03-01,RPI,2703.859
1960-04-01,RPI,2713.243
1960-05-01,RPI,2719.777
1960-06-01,RPI,2721.855
1960-07-01,RPI,2726.734
1960-08-01,RPI,2722.383
1960-09-01,RPI,2725.93
1960-10-01,RPI,2733.981
1960-11-01,RPI,2722.236
1960-12-01,RPI,2709.794
1961-01-01,RPI,2734.05
1961-02-01,RPI,2744.703
1961-03-01,RPI,2755.967
1961-04-01,RPI,2761.873
1961-05-01,RPI,2783.267
1961-06-01,RPI,2809.575
1961-07-01,RPI,2817.586
1961-08-01,RPI,2819.181
1961-09-01,RPI,2822.627
1961-10-01,RPI,2850.442
1961-11-01,RPI,2875.937
1961-12-01,RPI,2893.211
1962-01-01,RPI,2890.321
1962-02-01,RPI,2902.573
1962-03-01,RPI,2922.539
1962-04-01,RPI,2937.504
1962-05-01,RPI,2941.678
1962-06-01,RPI,2945.739
1962-07-01,RPI,2960.008
1962-08-01,RPI,2964.773
1962-09-01,RPI,2966.166
1962-10-01,RPI,2981.84
1962-11-01,RPI,2992.828
1962-12-01,RPI,3006.868
1963-01-01,RPI,3025.392
1963-02-01,RPI,3009.442
1963-03-01,RPI,3023.049
1963-04-01,RPI,3031.344
1963-05-01,RPI,3044.315
1963-06-01,RPI,3058.664
1963-07-01,RPI,3060.387
1963-08-01,RPI,3071.095
1963-09-01,RPI,3091.894
1963-10-01,RPI,3109.05
1963-11-01,RPI,3115.477
1963-12-01,RPI,3140.08
1964-01-01,RPI,3151.381
1964-02-01,RPI,3164.424
1964-03-01,RPI,3180.427
1964-04-01,RPI,3199.779
1964-05-01,RPI,3218.991
1964-06-01,RPI,3230.324
1964-07-01,RPI,3247.888
1964-08-01,RPI,3266.271
1964-09-01,RPI,3279.764
1964-10-01,RPI,3281.585
1964-11-01,RPI,3303.656
1964-12-01,RPI,3336.322
1965-01-01,RPI,3357.223
1965-02-01,RPI,3359.115
1965-03-01,RPI,3375.375
1965-04-01,RPI,3389.254
1965-05-01,RPI,3407.894
1965-06-01,RPI,3417.802
1965-07-01,RPI,3440.831
1965-08-01,RPI,3455.192
1965-09-01,RPI,3539.729
1965-10-01,RPI,3524.562
1965-11-01,RPI,3550.773
1965-12-01,RPI,3569.718
1966-01-01,RPI,3578.381
1966-02-01,RPI,3596.166
1966-03-01,RPI,3615.405
1966-04-01,RPI,3612.477
1966-05-01,RPI,3624.307
1966-06-01,RPI,3642.069
1966-07-01,RPI,3656.698
1966-08-01,RPI,3675.041
1966-09-01,RPI,3697.138
1966-10-01,RPI,3712.521
1966-11-01,RPI,3735.585
1966-12-01,RPI,3734.371
1967-01-01,RPI,3769.197
1967-02-01,RPI,3773.752
1967-03-01,RPI,3796.76
1967-04-01,RPI,3793.589
1967-05-01,RPI,3800.579
1967-06-01,RPI,3815.624
1967-07-01,RPI,3835.148
1967-08-01,RPI,3853.272
1967-09-01,RPI,3856.287
1967-10-01,RPI,3861.274
1967-11-01,RPI,3885.754
1967-12-01,RPI,3896.582
1968-01-01,RPI,3917.876
1968-02-01,RPI,3947.741
1968-03-01,RPI,3981.447
1968-04-01,RPI,3999.257
1968-05-01,RPI,4020.251
1968-06-01,RPI,4038.787
1968-07-01,RPI,4063.454
1968-08-01,RPI,4082.154
1968-09-01,RPI,4101.372
1968-10-01,RPI,4108.359
1968-11-01,RPI,4126.968
1968-12-01,RPI,4143.746
1969-01-01,RPI,4147.516
1969-02-01,RPI,4166.874
1969-03-01,RPI,4185.653
1969-04-01,RPI,4195.731
1969-05-01,RPI,4212.218
1969-06-01,RPI,4226.625
1969-07-01,RPI,4249.802
1969-08-01,RPI,4276.349
1969-09-01,RPI,4287.411
1969-10-01,RPI,4295.402
1969-11-01,RPI,4299.542
1969-12-01,RPI,4308.572
1970-01-01,RPI,4316.303
1970-02-01,RPI,4326.879
1970-03-01,RPI,4343.672
1970-04-01,RPI,4386.888
1970-05-01,RPI,4361.776
1970-06-01,RPI,4375.408
1970-07-01,RPI,4399.934
1970-08-01,RPI,4411.13
